,index,text,retweetCount,polarityScore,sentiment
2085,2086,RT @JPAL_Global: Abhijit Banerjee taking questions from webcast viewers now on #India's #demonetization. Submit your question: https://t.co,1,0,
2086,2087,Hear @navkendar_IDC explain the impact on #digital #payments in #India after #demonetization:  https://t.co/nk92SWh6Ao,1,0,
2087,2088,"RT @Stupidosaur: @wikileaks Some US thugs,whom I tried to approach as friends during demonetization, spoke about radicalization option fo I",1,0,
2088,2089,"@wikileaks Some US thugs,whom I tried to approach as friends during demonetization, spoke about radicalization opti https://t.co/95mtIxzII9",1,0,
2089,2090,"RT @lone_mubashir: This what Happens When action are taken without keeping in view the Consequences 
##Demonetization #Cash-crisis #StandUp",1,-3,
2090,2091,"RT @unicornisland11: I know I know, I probably dont make sense but imma blame demonetization for everything. I see no acche din ok. @MrMitr",1,-3,
2091,2092,"RT @unicornisland11: Tickets are pricey because there's a problem with the economy? So, Demonetization I suppose? Mr. Modi watcha doin man",1,-2,
2092,2093,"I know I know, I probably dont make sense but imma blame demonetization for everything. I see no acche din ok. @MrMitron",1,-3,
2093,2094,"@CassidyTiffani @1ideaatatime Jews indictment in Wiemar Germany following WW1 led 2 WW2,creation of Jewish homeland https://t.co/DFKDDB4Ueb",1,0,
2094,2095,Abhijit Banerjee taking questions from webcast viewers now on #India's #demonetization. Submit your question: https://t.co/N64rKmWBzs #d2p2,1,0,
2095,2096,"Banerjee: After #demonetization, GDP growth fell slightly - but this isn't the best measure of real #impacts. https://t.co/N64rKmWBzs #d2p2",1,5,
2096,2097,"""Most (economists) questioned the logic behind each of the (shifting) arguments (for #demonetization)"" https://t.co/d2sVPz3hml",1,-1,
2097,2098,RT @ElectionCmsn: #AapKaDepositGaya in our accounts. Demonetization had hit us hard as well. We needed money to buy EVMs and then again to,1,-1,
2098,2099,Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/7AYTAVmjZn,1,2,
2099,2100,RT @GujaratHeadline: #Ahmedabad:#CBI #raids at 8 #places; enquires #Bank #officers for #Illegitimate #accounts opened in #demonetization ht,1,-3,
2100,2101,"RT @gershwin93: Demonetization made little impact,with money being flung around for votes in the recently concluded Assembly polls. #ACJLiv",1,0,
2101,2102,#Ahmedabad:#CBI #raids at 8 #places; enquires #Bank #officers for #Illegitimate #accounts opened in #demonetization https://t.co/tgq8YaGoBj,1,-3,
2102,2103,RT @CiscoBlogs: What are our Partners doing in India? Demonetization and Digital Vision https://t.co/NnUaLwJlTB #Partner #CuePartner,1,1,
2103,2104,RT @Realitybytes51: What media has failed to highlight is that apart from UP Shamshan victory. Demonetization hurt BJP in Goa and Punjab ht,1,1,
2104,2105,What are our Partners doing in India? Demonetization and Digital Vision https://t.co/NnUaLwJlTB #Partner #CuePartner,1,1,
2105,2106,What media has failed to highlight is that apart from UP Shamshan victory. Demonetization hurt BJP in Goa and Punjab https://t.co/xgiVoxhFzn,1,1,
2106,2107,RT @gershwin93: A non-partisan approach to combating black money is the need of the hour. Demonetization was a unilateral and  miscalculate,1,0,
2107,2108,A non-partisan approach to combating black money is the need of the hour. Demonetization was a unilateral and  miscalculated move.#ACJLive,1,0,
2108,2109,"Demonetization made little impact,with money being flung around for votes in the recently concluded Assembly polls. https://t.co/HwdE2CE3WN",1,0,
2109,2110,RT @ms_rana: @JantaKaReporter But Modi govt told us that Demonetization has finished corruption in India?! Weird ... another round of demon,1,-5,
2110,2111,@JantaKaReporter But Modi govt told us that Demonetization has finished corruption in India?! Weird ... another rou https://t.co/v630lOU0Fc,1,-5,
2111,2112,RT @databaazi: 5. 17nov16 Mint (@GopiGopa) reports 15m Rs 500 notes printed to date. https://t.co/rcpYBYFVz5,1,0,
2112,2113,"RT @SikhaSunam: Mr. Demonetization, Please hover your eyes on train pantries collecting in cash contributing to a major cash GDP.
#DeMoneti",1,1,
2113,2114,RT @RTIndia_ngo: DEMONITIZATION AND INCOME TAX PENALTIES LAPD SESSION There was a Diwali Gift which was given by our Honorable... https://t,1,2,
2114,2115,"RT @NKAYMe: #IBelieveInAAP B'coz of AAP, Union Govt. got into pressure to finally promote NPCI's UPI platform during demonetization days. #",1,0,
2115,2116,"#IBelieveInAAP B'coz of AAP, Union Govt. got into pressure to finally promote NPCI's UPI platform during demonetization days. #MeeraSanyal",1,0,
2116,2117,RT @mypoolin: What is the #easiest way to get #payment from anyone?  https://t.co/YaLCKjyg14 @paypal_in @yesbank #Demonetization #UPI @prod,1,0,
2117,2118,RT @MagChennai: @Bala217 @KarikadaiBoy post demonetization he has gone to diff zone.. :),1,0,
2118,2119,@Bala217 @KarikadaiBoy post demonetization he has gone to diff zone.. :),1,0,
2119,2120,Demonetization indicates a favourable change for the real estate sector https://t.co/5iqClfEeBF,1,2,
2120,2121,"RT @pinclickhomes: Discussion with Ms Sharon on impact of demonetization, how RERA will bring transparency &amp; a lot more @FortiusInfra - htt",1,0,
2121,2122,#Demonetization lingers as #IIP contracts in February https://t.co/3GQD8JKlJ6,1,0,
2122,2123,"RT @DeFotis: Investor Jim Rogers Says Avoid #India, Buy #Russia https://t.co/DsiATXBoIz #EmergingMarket $RSX #currency #demonetization @bar",1,-1,
2123,2124,"Investor Jim Rogers Says Avoid #India, Buy #Russia https://t.co/DsiATXBoIz #EmergingMarket $RSX #currency #demonetization @barronsonline",1,-1,
2124,2125,RT @SpencerKarter: #YouTube #Commentary: If #YouTubers Had A #Union https://t.co/3KKYif8aBv via @YouTube #Demonetized #Demonetization #YouT,1,0,
2125,2126,#YouTube #Commentary: If #YouTubers Had A #Union https://t.co/3KKYif8aBv via @YouTube #Demonetized #Demonetization #YouTubeCreators,1,0,
2126,2127,RT @Rahultheroxtar: I had unfollowed  him few months back when he went with his all guns blazing against demonetization period. He's a troj,1,0,
2127,2128,Demonetization Effect : Double Whammy : IIP (Index of Industrial Production) contracts by 1.2% &amp; CPI (Consumer Pri https://t.co/Q5NRuqWXnT,1,0,
2128,2129,RT @AsiaSociety: Arundhati Bhattacharya discusses India's economic direction in 2017 and the implications of demonetization. https://t.co/j,1,0,
2129,2130,Arundhati Bhattacharya discusses India's economic direction in 2017 and the implications of demonetization. https://t.co/jYnQJfvFfg,1,0,
2130,2131,RT @saur008: MUST READ! What Has Demonetization Done to 20 Trillion Human Trafficking Industry?? https://t.co/E0oHp69haR via @postcard_news,1,0,
2131,2132,RT @mostlyeconomics: Did India get the idea for its recent demonetization by watching old episodes of M*A*S*H? https://t.co/hlbME0xyDR,1,0,
2132,2133,@John_Miller_GLR I think this is because of Demonetization #IncrementPremierLeague,1,0,
2133,2134,RT @Brewkenstein: Word on the street (in the banks) is that the <U+20B9>2000 note will not be printed anymore. Not demonetization per se.,1,0,
2134,2135,Word on the street (in the banks) is that the <U+20B9>2000 note will not be printed anymore. Not demonetization per se.,1,0,
2135,2136,RT @rvasisht: People standing in Q for getting banned BSIII vehicles at 42°C &amp; none dies &amp; when some stood at 24°C in Nov-Dec for demonetiz,1,-2,
2136,2137,I had unfollowed  him few months back when he went with his all guns blazing against demonetization period. He's a https://t.co/7w2dlSxU8G,1,0,
2137,2138,"People standing in Q for getting banned BSIII vehicles at 42°C &amp; none dies &amp; when some stood at 24°C in Nov-Dec for demonetization, 103 died",1,-5,
2138,2139,"RT @4mlvodka: 2010
2014
(Demonetization)
2017 <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/7JqHZonS0T",1,0,
2139,2140,"2010
2014
(Demonetization)
2017 <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/7JqHZonS0T",1,0,
2140,2141,RT @marghospitality: Very less impact of demonetization on the travel plans as 90% are planning a summer vacation as opposed to 86% in 2016,1,0,
2141,2142,"RT @SpencerKarter: To End #AdSenseGate #PRnightmare at #YouTube.
1.)Fire Susan Wojcicki
2.)Eliminate Advertiser Friendly
3.)End Demonetizat",1,0,
2142,2143,"To End #AdSenseGate #PRnightmare at #YouTube.
1.)Fire Susan Wojcicki
2.)Eliminate Advertiser Friendly
3.)End Demonetization #SaveYouTube",1,0,
2143,2144,RT @Sweetseii: @John_Miller_GLR This is coz of Demonetization #IncrementPremierLeague,1,0,
2144,2145,@John_Miller_GLR This is coz of Demonetization #IncrementPremierLeague,1,0,
2145,2146,RT @SpencerKarter: I hope #KarmaBites @SusanWojcicki because of #YouTube's #AdsenseGate aka #Demonetization #PRnightmare. #FireSusanWojcick,1,2,
2146,2147,RT @dimaagkoshot: Rules more complicated than demonetization https://t.co/01ZwCMFzCa,1,0,
2147,2148,Rules more complicated than demonetization https://t.co/01ZwCMFzCa,1,0,
2148,2149,Very less impact of demonetization on the travel plans as 90% are planning a summer vacation as opposed to 86% in 2 https://t.co/B6ZKmbzMfP,1,0,
2149,2150,"RT @raghuramrajang: Can cash -- or the end of cash -- end poverty in India?
https://t.co/fh5jfmuIZx",1,-1,
2150,2151,When you know you're with the YouTube demonetization god! And the LZs <U+2764> https://t.co/2Ocf5SLewQ,1,1,
2151,2152,RT @saritray2001: Easy solution? Call it anti-national to do cash transactions #demonetization https://t.co/vtVrOazhib,1,1,
2152,2153,"#SupremeCourt ruling on #note exchange window in July

https://t.co/ZVup54iAh5
#demonetization #RBI",1,0,
2153,2154,RT @brumbyOz: How else do you think he comes up with such brilliant ideas like demonetization  petrol pump holiday etc etc https://t.co/xrc,1,6,
2154,2155,How else do you think he comes up with such brilliant ideas like demonetization  petrol pump holiday etc etc https://t.co/xrcX045AOo,1,6,
2155,2156,"Can cash -- or the end of cash -- end poverty in India?
https://t.co/fh5jfmuIZx",1,-1,
2156,2157,RT @analyseasia: Hear @navkendar_IDC describe how the mobile wallets grabbed significant traction after #demonetization in #India  https://,1,1,
2157,2158,Easy solution? Call it anti-national to do cash transactions #demonetization https://t.co/vtVrOazhib,1,1,
2158,2159,Hear @navkendar_IDC describe how the mobile wallets grabbed significant traction after #demonetization in #India  https://t.co/nk92SWh6Ao,1,1,
2159,2160,MUST READ! What Has Demonetization Done to 20 Trillion Human Trafficking Industry?? https://t.co/E0oHp69haR via @postcard_news,1,0,
2160,2161,"RT @ilusions4: YouTube hit pieces, demonetization, ads being pulled
Pepsi, Syria, United, Dina Ali
These last few weeks have been a fucking",1,-3,
2161,2162,Hear @navkendar_IDC discuss how the Indian citizens leverage on technology to overcome the #demonetization in #India https://t.co/nk92SWh6Ao,1,0,
2162,2163,RT @vbeachcomber: @ArvindKejriwal Another farcical allegations. No1 bought ur demonetization crap &amp; no1 will buy EVM. Cry a river for all w,1,-6,
2163,2164,@ArvindKejriwal Another farcical allegations. No1 bought ur demonetization crap &amp; no1 will buy EVM. Cry a river for https://t.co/MfgPLFWiuY,1,-6,
2164,2165,RT @zennie62: YouTube Demonetization Baseless As Young Turks Get Off Scot Free https://t.co/xZBxo6yuD2,1,1,
2165,2166,RT @zennie62: YouTube Demonetization Baseless As Young Turks Get Off Scot Free  Vlog https://t.co/PnGmN7bWVE,1,1,
2166,2167,"If it wasn't for #YouTuber #PhilipDeFranco, I wouldn't know about #YouTube's #Demonetization #PRnightmare long time ago. #AdsenseGate",1,0,
2167,2168,"@DerekScissors1: Indias #demonetization: #Blackmoney a symptom, not the disease https://t.co/HSl6Ihj0Qe via @ambazaarmag",0,-1,
2168,2169,National reform now destroyed even the essence of sagan. Such instances urge giving #demonetization a second though https://t.co/eyySIREiUq,0,-3,
2169,2170,@Jaggesh2 Bharat band on 28??<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>Those who  are protesting #demonetization  are all different party leaders.,0,-2,
2170,2171,LOL. #Demonetization Effect. https://t.co/aA5lfy9ALG,0,3,
2171,2172,RT roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact o https://t.co/TPYJgXFBY8,0,-6,
2172,2173,@arunjaitley @narendramodi Lrnd frm a frnd-Banks r asking employees to comeback 2sales &amp; BAU Operations #Demonetization,0,0,
2173,2174,@dineshgrao you have 12.5 k followers yet you are not getting enough likes for your tweets against #demonetization. You need to introspect.,0,2,
2174,2175,"#DeMonetization Effect : Visa, Master Card, Amex all Accepted :) https://t.co/ozDwcPKjaI",0,1,
2175,2176,"Section 144 issued by District Magistrate, #Indore prohibiting #socialmedia posts on #demonetization, Why??
#citizen https://t.co/5Tn7aNBTsi",0,0,
2176,2177,RT roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact o https://t.co/vCWWjxu0wb,0,-6,
2177,2178,"Effects of sluggish economy, negative IIP, #Demonetization ! Does the Great Leader even bother except continued dra https://t.co/DuvbMtEi1Y",0,-3,
2178,2179,RT roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact o https://t.co/5J6jZXbY81,0,-6,
2179,2180,#Demonetization and the Indian Economy An Interview by Doordarshan with Sri S.Gurumurthy https://t.co/LdeBCADAeR,0,0,
2180,2181,Ppl of India extending overwhelming supprt to @narendramodi Ji's crusade agnst black money.Survey @timesofindia https://t.co/Axqd8FOwpK,0,0,
2181,2182,"People from rural areas are coming to Delhi just to withdraw cash. 

They have given up on govt. logistics. 

@ravishndtv #Demonetization",0,0,
2182,2183,RT roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact o https://t.co/vv9qtRqqSI,0,-6,
2183,2184,"#demonetization 90 % of population is accepting it as country building measure, why these so called politicians opp https://t.co/f91j6tZjZ2",0,1,
2184,2185,"15 days after #demonetization, country is still suffering 4m acute shortage of currency notes.
Big loss 2 economy
Share market tumbling
SOS",0,-5,
2185,2186,"Very unfortunate... India slips due to #demonetization 
@BJP4India @PMOIndia @RanaAyyub @TruthOfGujarat @AnupamPkher
https://t.co/6QhcGyBpKw",0,0,
2186,2187,"#Demonetization
https://t.co/0kq8BsJ1iS
When PM is in, opposition is out of parliament.",0,0,
2187,2188,Aam aadmi punished for sins of #blackmoney hoarders. SBI slashes  deposit rates by 1.9% #Demonetization #netascashin https://t.co/rqjsdiGvcG,0,-6,
2188,2189,@DeshhBhakt seems deskbhakt was in hibernation mode when GPS enabled 2000 rs was launched by #Modo 4 #demonetization <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>@MonaAmbegaonkar,0,1,
2189,2190,The opposition is getting troubled because all their #BlackMoney have become just a piece of paper due to #demonetization #<U+092C><U+0940><U+092E><U+093E><U+0930>_<U+0935><U+093F><U+092A><U+0915><U+094D><U+0937>,0,-2,
2190,2191,"@sritara @GabbbarSingh @sidin 
Please read alternative side of story also on #Demonetization &amp; support to PM Modi
https://t.co/SLJoymBy1m",0,3,
